judul,clean_text,dataset,file,row_id
Pengaruh Variasi Kuat Arus terhadap Kekerasan Hasil Pengelasan GMAW Semi Automatic pada Center Sill Gerbong Datar PPCW 57 T 2020 di PT INKA (Persero),pengaruh variasi kuat arus keras hasil kelas gmaw semi automatic center sill gerbong datar ppcw t pt inka persero,etd_ugm,etd_ugm.csv,42
Penerapan Model Black Litterman dengan Konstruksi Views Menggunakan Gated Recurrent Unit (GRU) dalam Portofolio Saham LQ-45 Berdasarkan Klaster K-Means,terap model black litterman konstruksi views gated recurrent unit gru portofolio saham lq dasar klaster kmeans,etd_ugm,etd_ugm.csv,43
"PENERAPAN PERATURAN MENTERI PARIWISATA DAN EKONOMI KREATIF REPUBLIK INDONESIA NOMOR 10 TAHUN 2014 TENTANG STANDAR USAHA KAFE: STUDI KASUS MAHLIGA COFFEE AND SPACE, YOGYAKARTA",terap atur menteri pariwisata ekonomi kreatif republik indonesia nomor standar usaha kafe studi mahliga coffee space yogyakarta,etd_ugm,etd_ugm.csv,44
Pengembangan Sediaan Krim Tabir Surya Dengan Kandungan Kombinasi Ekstrak Alga Hijau (Spirulina platensis) dan Lidah Buaya (Aloe chinensis),kembang sedia krim tabir surya kandung kombinasi ekstrak alga hijau spirulina platensis lidah buaya aloe chinensis,etd_ugm,etd_ugm.csv,45
METODE GAUSSIAN PROCESS REGRESSION (GPR) UNTUK MERAMALKAN CURAH HUJAN,metode gaussian process regression gpr ramal curah hujan,etd_ugm,etd_ugm.csv,46
MODEL INDEKS TAPAK (SITE INDEX) TEGAKAN KLON JATI PLUS PERHUTANI (JPP),model indeks tapak site index tega klon jati plus hutan jpp,etd_ugm,etd_ugm.csv,47
Sponsorship Disclosure di Instagram (Analisis Resepsi Followers Pada Akun Influencer Instagram @lucedaleco),sponsorship disclosure instagram analisis resepsi followers akun influencer instagram lucedaleco,etd_ugm,etd_ugm.csv,48
Pemodelan Reaktor Nuklir Mikro Berpendingin Helium Menggunakan Bahan Bakar Uranium-Thorium Oksida,model reaktor nuklir mikro dingin helium bahan bakar uraniumthorium oksida,etd_ugm,etd_ugm.csv,49
KAJIAN TEORITIS MEKANISME REAKSI DEGRADASI ISOAMIL ASETAT DENGAN RADIKAL OH DALAM FASE GAS MENGGUNAKAN METODE TEORI FUNGSIONAL KERAPATAN,kaji teoritis mekanisme reaksi degradasi isoamil asetat radikal oh fase gas metode teori fungsional rapat,etd_ugm,etd_ugm.csv,50
Uji Diagnostik Status Metilasi MGMT Menggunakan Teknik Imunohistokimia Pada Kasus Glioma,uji diagnostik status metilasi mgmt teknik imunohistokimia glioma,etd_ugm,etd_ugm.csv,51
